account_id,username,trust_score,trust_label,bot_ratio,posts_per_day
acc02481,user_02481,0,Bot/Malicious,1.0,153
acc02482,user_02482,0,Bot/Malicious,1.0,133
acc02483,user_02483,75,Neutral,0.0,3
acc02484,user_02484,50,Neutral,0.0,71
acc02485,user_02485,0,Bot/Malicious,1.0,147
acc02486,user_02486,70,Neutral,0.0,44
acc02487,user_02487,0,Bot/Malicious,1.0,195
acc02488,user_02488,0,Bot/Malicious,1.0,73
acc02489,user_02489,70,Neutral,0.0,31
acc02490,user_02490,0,Bot/Malicious,1.0,56
acc02491,user_02491,0,Bot/Malicious,1.0,122
acc02492,user_02492,50,Neutral,0.0,53
acc02493,user_02493,0,Bot/Malicious,1.0,182
acc02494,user_02494,0,Bot/Malicious,1.0,150
acc02495,user_02495,70,Neutral,0.0,46
acc02496,user_02496,0,Bot/Malicious,1.0,102
acc02497,user_02497,0,Bot/Malicious,1.0,171
acc02498,user_02498,0,Bot/Malicious,1.0,200
acc02499,user_02499,70,Neutral,0.0,49
acc02500,user_02500,70,Neutral,0.0,8
acc02501,user_02501,70,Neutral,0.0,9
acc02502,user_02502,0,Bot/Malicious,1.0,167
acc02503,user_02503,70,Neutral,0.0,25
acc02504,user_02504,0,Bot/Malicious,1.0,138
acc02505,user_02505,0,Bot/Malicious,1.0,150
acc02506,user_02506,85,Reliable,0.0,3
acc02507,user_02507,0,Bot/Malicious,1.0,167
acc02508,user_02508,50,Neutral,0.0,56
acc02509,user_02509,85,Reliable,0.0,4
acc02510,user_02510,50,Neutral,0.0,54
acc02511,user_02511,85,Reliable,0.0,4
acc02512,user_02512,70,Neutral,0.0,27
acc02513,user_02513,80,Reliable,0.0,9
acc02514,user_02514,0,Bot/Malicious,1.0,92
acc02515,user_02515,60,Neutral,0.0,8
acc02516,user_02516,60,Neutral,0.0,63
acc02517,user_02517,0,Bot/Malicious,1.0,152
acc02518,user_02518,75,Neutral,0.0,1
acc02519,user_02519,80,Reliable,0.0,6
acc02520,user_02520,0,Bot/Malicious,1.0,168
acc02521,user_02521,80,Reliable,0.0,35
acc02522,user_02522,0,Bot/Malicious,1.0,121
acc02523,user_02523,70,Neutral,0.0,10
acc02524,user_02524,80,Reliable,0.0,9
acc02525,user_02525,85,Reliable,0.0,1
acc02526,user_02526,0,Bot/Malicious,1.0,141
acc02527,user_02527,70,Neutral,0.0,9
acc02528,user_02528,70,Neutral,0.0,9
acc02529,user_02529,50,Neutral,0.0,77
acc02530,user_02530,0,Bot/Malicious,1.0,163
acc02531,user_02531,80,Reliable,0.0,7
acc02532,user_02532,80,Reliable,0.0,6
acc02533,user_02533,75,Neutral,0.0,1
acc02534,user_02534,0,Bot/Malicious,1.0,99
acc02535,user_02535,85,Reliable,0.0,2
acc02536,user_02536,70,Neutral,0.0,30
acc02537,user_02537,70,Neutral,0.0,6
acc02538,user_02538,70,Neutral,0.0,10
acc02539,user_02539,0,Bot/Malicious,1.0,80
acc02540,user_02540,0,Bot/Malicious,1.0,132
acc02541,user_02541,60,Neutral,0.0,40
acc02542,user_02542,0,Bot/Malicious,1.0,106
acc02543,user_02543,0,Bot/Malicious,1.0,144
acc02544,user_02544,70,Neutral,0.0,7
acc02545,user_02545,80,Reliable,0.0,9
acc02546,user_02546,0,Bot/Malicious,1.0,74
acc02547,user_02547,80,Reliable,0.0,44
acc02548,user_02548,0,Bot/Malicious,1.0,94
acc02549,user_02549,80,Reliable,0.0,40
acc02550,user_02550,60,Neutral,0.0,6
acc02551,user_02551,70,Neutral,0.0,48
acc02552,user_02552,70,Neutral,0.0,34
acc02553,user_02553,65,Neutral,0.0,4
acc02554,user_02554,70,Neutral,0.0,5
acc02555,user_02555,70,Neutral,0.0,10
acc02556,user_02556,0,Bot/Malicious,1.0,177
acc02557,user_02557,0,Bot/Malicious,1.0,102
acc02558,user_02558,60,Neutral,0.0,58
acc02559,user_02559,0,Bot/Malicious,1.0,84
acc02560,user_02560,80,Reliable,0.0,9
acc02561,user_02561,0,Bot/Malicious,1.0,56
acc02562,user_02562,0,Bot/Malicious,1.0,112
acc02563,user_02563,80,Reliable,0.0,35
acc02564,user_02564,70,Neutral,0.0,34
acc02565,user_02565,0,Bot/Malicious,1.0,96
acc02566,user_02566,70,Neutral,0.0,8
acc02567,user_02567,80,Reliable,0.0,29
acc02568,user_02568,75,Neutral,0.0,3
acc02569,user_02569,75,Neutral,0.0,4
acc02570,user_02570,70,Neutral,0.0,49
acc02571,user_02571,75,Neutral,0.0,4
acc02572,user_02572,70,Neutral,0.0,5
acc02573,user_02573,70,Neutral,0.0,32
acc02574,user_02574,0,Bot/Malicious,1.0,151
acc02575,user_02575,0,Bot/Malicious,1.0,158
acc02576,user_02576,0,Bot/Malicious,1.0,89
acc02577,user_02577,0,Bot/Malicious,1.0,159
acc02578,user_02578,0,Bot/Malicious,1.0,187
acc02579,user_02579,70,Neutral,0.0,5
acc02580,user_02580,0,Bot/Malicious,1.0,122
acc02581,user_02581,0,Bot/Malicious,1.0,68
acc02582,user_02582,0,Bot/Malicious,1.0,100
acc02583,user_02583,80,Reliable,0.0,9
acc02584,user_02584,0,Bot/Malicious,1.0,153
acc02585,user_02585,0,Bot/Malicious,1.0,145
acc02586,user_02586,50,Neutral,0.0,57
acc02587,user_02587,75,Neutral,0.0,2
acc02588,user_02588,80,Reliable,0.0,7
acc02589,user_02589,70,Neutral,0.0,42
acc02590,user_02590,50,Neutral,0.0,64
acc02591,user_02591,80,Reliable,0.0,44
acc02592,user_02592,75,Neutral,0.0,4
acc02593,user_02593,0,Bot/Malicious,1.0,57
acc02594,user_02594,70,Neutral,0.0,5
acc02595,user_02595,70,Neutral,0.0,29
acc02596,user_02596,60,Neutral,0.0,80
acc02597,user_02597,75,Neutral,0.0,2
acc02598,user_02598,0,Bot/Malicious,1.0,151
acc02599,user_02599,80,Reliable,0.0,9
acc02600,user_02600,0,Bot/Malicious,1.0,92
acc02601,user_02601,70,Neutral,0.0,39
acc02602,user_02602,0,Bot/Malicious,1.0,200
acc02603,user_02603,50,Neutral,0.0,75
acc02604,user_02604,60,Neutral,0.0,69
acc02605,user_02605,80,Reliable,0.0,5
acc02606,user_02606,80,Reliable,0.0,45
acc02607,user_02607,60,Neutral,0.0,8
acc02608,user_02608,70,Neutral,0.0,46
acc02609,user_02609,0,Bot/Malicious,1.0,160
acc02610,user_02610,75,Neutral,0.0,3
acc02611,user_02611,50,Neutral,0.0,80
acc02612,user_02612,75,Neutral,0.0,3
acc02613,user_02613,75,Neutral,0.0,4
acc02614,user_02614,50,Neutral,0.0,78
acc02615,user_02615,70,Neutral,0.0,30
acc02616,user_02616,0,Bot/Malicious,1.0,81
acc02617,user_02617,70,Neutral,0.0,10
acc02618,user_02618,50,Neutral,0.0,68
acc02619,user_02619,0,Bot/Malicious,1.0,51
acc02620,user_02620,75,Neutral,0.0,2
acc02621,user_02621,70,Neutral,0.0,7
acc02622,user_02622,0,Bot/Malicious,1.0,174
acc02623,user_02623,70,Neutral,0.0,47
acc02624,user_02624,0,Bot/Malicious,1.0,130
acc02625,user_02625,0,Bot/Malicious,1.0,152
acc02626,user_02626,0,Bot/Malicious,1.0,134
acc02627,user_02627,0,Bot/Malicious,1.0,152
acc02628,user_02628,80,Reliable,0.0,27
acc02629,user_02629,60,Neutral,0.0,68
acc02630,user_02630,0,Bot/Malicious,1.0,171
acc02631,user_02631,75,Neutral,0.0,1
acc02632,user_02632,80,Reliable,0.0,43
acc02633,user_02633,80,Reliable,0.0,40
acc02634,user_02634,50,Neutral,0.0,51
acc02635,user_02635,70,Neutral,0.0,6
acc02636,user_02636,50,Neutral,0.0,77
acc02637,user_02637,0,Bot/Malicious,1.0,99
acc02638,user_02638,50,Neutral,0.0,76
acc02639,user_02639,75,Neutral,0.0,3
acc02640,user_02640,60,Neutral,0.0,55
acc02641,user_02641,0,Bot/Malicious,1.0,79
acc02642,user_02642,75,Neutral,0.0,4
acc02643,user_02643,50,Neutral,0.0,64
acc02644,user_02644,70,Neutral,0.0,21
acc02645,user_02645,0,Bot/Malicious,1.0,121
acc02646,user_02646,80,Reliable,0.0,50
acc02647,user_02647,80,Reliable,0.0,28
acc02648,user_02648,50,Neutral,0.0,51
acc02649,user_02649,80,Reliable,0.0,10
acc02650,user_02650,70,Neutral,0.0,41
acc02651,user_02651,50,Neutral,0.0,66
acc02652,user_02652,50,Neutral,0.0,74
acc02653,user_02653,0,Bot/Malicious,1.0,79
acc02654,user_02654,80,Reliable,0.0,6
acc02655,user_02655,75,Neutral,0.0,2
acc02656,user_02656,0,Bot/Malicious,1.0,147
acc02657,user_02657,0,Bot/Malicious,1.0,65
acc02658,user_02658,0,Bot/Malicious,1.0,158
acc02659,user_02659,60,Neutral,0.0,79
acc02660,user_02660,50,Neutral,0.0,58
acc02661,user_02661,0,Bot/Malicious,1.0,52
acc02662,user_02662,80,Reliable,0.0,5
acc02663,user_02663,70,Neutral,0.0,49
acc02664,user_02664,75,Neutral,0.0,1
acc02665,user_02665,50,Neutral,0.0,64
acc02666,user_02666,50,Neutral,0.0,56
acc02667,user_02667,70,Neutral,0.0,8
acc02668,user_02668,0,Bot/Malicious,1.0,65
acc02669,user_02669,80,Reliable,0.0,33
acc02670,user_02670,85,Reliable,0.0,1
acc02671,user_02671,0,Bot/Malicious,1.0,150
acc02672,user_02672,75,Neutral,0.0,1
acc02673,user_02673,0,Bot/Malicious,1.0,171
acc02674,user_02674,0,Bot/Malicious,1.0,68
acc02675,user_02675,0,Bot/Malicious,1.0,99
acc02676,user_02676,75,Neutral,0.0,3
acc02677,user_02677,60,Neutral,0.0,75
acc02678,user_02678,70,Neutral,0.0,39
acc02679,user_02679,70,Neutral,0.0,28
acc02680,user_02680,0,Bot/Malicious,1.0,87
acc02681,user_02681,80,Reliable,0.0,32
acc02682,user_02682,0,Bot/Malicious,1.0,197
acc02683,user_02683,80,Reliable,0.0,7
acc02684,user_02684,75,Neutral,0.0,1
acc02685,user_02685,75,Neutral,0.0,1
acc02686,user_02686,0,Bot/Malicious,1.0,161
acc02687,user_02687,70,Neutral,0.0,45
acc02688,user_02688,70,Neutral,0.0,7
acc02689,user_02689,80,Reliable,0.0,31
acc02690,user_02690,60,Neutral,0.0,70
acc02691,user_02691,0,Bot/Malicious,1.0,147
acc02692,user_02692,0,Bot/Malicious,1.0,144
acc02693,user_02693,75,Neutral,0.0,2
acc02694,user_02694,60,Neutral,0.0,34
acc02695,user_02695,70,Neutral,0.0,50
acc02696,user_02696,70,Neutral,0.0,10
acc02697,user_02697,50,Neutral,0.0,64
acc02698,user_02698,75,Neutral,0.0,2
acc02699,user_02699,70,Neutral,0.0,31
acc02700,user_02700,0,Bot/Malicious,1.0,192
acc02701,user_02701,50,Neutral,0.0,51
acc02702,user_02702,60,Neutral,0.0,54
acc02703,user_02703,75,Neutral,0.0,2
acc02704,user_02704,75,Neutral,0.0,1
acc02705,user_02705,0,Bot/Malicious,1.0,81
acc02706,user_02706,75,Neutral,0.0,3
acc02707,user_02707,75,Neutral,0.0,2
acc02708,user_02708,0,Bot/Malicious,1.0,189
acc02709,user_02709,70,Neutral,0.0,20
acc02710,user_02710,60,Neutral,0.0,77
acc02711,user_02711,70,Neutral,0.0,48
acc02712,user_02712,70,Neutral,0.0,40
acc02713,user_02713,50,Neutral,0.0,52
acc02714,user_02714,50,Neutral,0.0,72
acc02715,user_02715,75,Neutral,0.0,3
acc02716,user_02716,70,Neutral,0.0,10
acc02717,user_02717,0,Bot/Malicious,1.0,121
acc02718,user_02718,0,Bot/Malicious,1.0,69
acc02719,user_02719,0,Bot/Malicious,1.0,91
acc02720,user_02720,0,Bot/Malicious,1.0,158
acc02721,user_02721,70,Neutral,0.0,33
acc02722,user_02722,0,Bot/Malicious,1.0,99
acc02723,user_02723,60,Neutral,0.0,61
acc02724,user_02724,80,Reliable,0.0,7
acc02725,user_02725,0,Bot/Malicious,1.0,147
acc02726,user_02726,70,Neutral,0.0,5
acc02727,user_02727,50,Neutral,0.0,55
acc02728,user_02728,70,Neutral,0.0,25
acc02729,user_02729,0,Bot/Malicious,1.0,87
acc02730,user_02730,75,Neutral,0.0,2
acc02731,user_02731,75,Neutral,0.0,2
acc02732,user_02732,0,Bot/Malicious,1.0,200
acc02733,user_02733,80,Reliable,0.0,42
acc02734,user_02734,0,Bot/Malicious,1.0,191
acc02735,user_02735,75,Neutral,0.0,3
acc02736,user_02736,80,Reliable,0.0,6
acc02737,user_02737,50,Neutral,0.0,55
acc02738,user_02738,70,Neutral,0.0,28
acc02739,user_02739,50,Neutral,0.0,65
acc02740,user_02740,70,Neutral,0.0,7
acc02741,user_02741,80,Reliable,0.0,6
acc02742,user_02742,80,Reliable,0.0,46
acc02743,user_02743,0,Bot/Malicious,1.0,140
acc02744,user_02744,0,Bot/Malicious,1.0,120
acc02745,user_02745,60,Neutral,0.0,76
acc02746,user_02746,50,Neutral,0.0,74
acc02747,user_02747,0,Bot/Malicious,1.0,73
acc02748,user_02748,80,Reliable,0.0,35
acc02749,user_02749,70,Neutral,0.0,23
acc02750,user_02750,50,Neutral,0.0,79
acc02751,user_02751,0,Bot/Malicious,1.0,180
acc02752,user_02752,0,Bot/Malicious,1.0,177
acc02753,user_02753,50,Neutral,0.0,64
acc02754,user_02754,80,Reliable,0.0,32
acc02755,user_02755,80,Reliable,0.0,47
acc02756,user_02756,0,Bot/Malicious,1.0,112
acc02757,user_02757,50,Neutral,0.0,63
acc02758,user_02758,0,Bot/Malicious,1.0,93
acc02759,user_02759,75,Neutral,0.0,3
acc02760,user_02760,70,Neutral,0.0,9
acc02761,user_02761,0,Bot/Malicious,1.0,147
acc02762,user_02762,80,Reliable,0.0,6
acc02763,user_02763,60,Neutral,0.0,74
acc02764,user_02764,0,Bot/Malicious,1.0,173
acc02765,user_02765,70,Neutral,0.0,10
acc02766,user_02766,0,Bot/Malicious,1.0,181
acc02767,user_02767,0,Bot/Malicious,1.0,174
acc02768,user_02768,70,Neutral,0.0,49
acc02769,user_02769,75,Neutral,0.0,1
acc02770,user_02770,0,Bot/Malicious,1.0,140
acc02771,user_02771,0,Bot/Malicious,1.0,100
acc02772,user_02772,70,Neutral,0.0,7
acc02773,user_02773,70,Neutral,0.0,5
acc02774,user_02774,0,Bot/Malicious,1.0,126
acc02775,user_02775,80,Reliable,0.0,9
acc02776,user_02776,0,Bot/Malicious,1.0,162
acc02777,user_02777,60,Neutral,0.0,47
acc02778,user_02778,70,Neutral,0.0,32
acc02779,user_02779,75,Neutral,0.0,3
acc02780,user_02780,0,Bot/Malicious,1.0,58
acc02781,user_02781,0,Bot/Malicious,1.0,118
acc02782,user_02782,60,Neutral,0.0,51
acc02783,user_02783,80,Reliable,0.0,6
acc02784,user_02784,60,Neutral,0.0,79
acc02785,user_02785,85,Reliable,0.0,2
acc02786,user_02786,70,Neutral,0.0,6
acc02787,user_02787,70,Neutral,0.0,35
acc02788,user_02788,0,Bot/Malicious,1.0,159
acc02789,user_02789,70,Neutral,0.0,7
acc02790,user_02790,0,Bot/Malicious,1.0,71
acc02791,user_02791,80,Reliable,0.0,29
acc02792,user_02792,80,Reliable,0.0,5
acc02793,user_02793,0,Bot/Malicious,1.0,113
acc02794,user_02794,0,Bot/Malicious,1.0,76
acc02795,user_02795,70,Neutral,0.0,31
acc02796,user_02796,70,Neutral,0.0,29
acc02797,user_02797,0,Bot/Malicious,1.0,59
acc02798,user_02798,60,Neutral,0.0,7
acc02799,user_02799,75,Neutral,0.0,1
acc02800,user_02800,0,Bot/Malicious,1.0,109
acc02801,user_02801,0,Bot/Malicious,1.0,65
acc02802,user_02802,70,Neutral,0.0,5
acc02803,user_02803,0,Bot/Malicious,1.0,139
acc02804,user_02804,0,Bot/Malicious,1.0,62
acc02805,user_02805,70,Neutral,0.0,6
acc02806,user_02806,0,Bot/Malicious,1.0,75
acc02807,user_02807,0,Bot/Malicious,1.0,143
acc02808,user_02808,85,Reliable,0.0,1
acc02809,user_02809,70,Neutral,0.0,6
acc02810,user_02810,0,Bot/Malicious,1.0,200
acc02811,user_02811,70,Neutral,0.0,5
acc02812,user_02812,75,Neutral,0.0,2
acc02813,user_02813,70,Neutral,0.0,27
acc02814,user_02814,50,Neutral,0.0,72
acc02815,user_02815,0,Bot/Malicious,1.0,75
acc02816,user_02816,0,Bot/Malicious,1.0,127
acc02817,user_02817,80,Reliable,0.0,9
acc02818,user_02818,75,Neutral,0.0,4
acc02819,user_02819,0,Bot/Malicious,1.0,193
acc02820,user_02820,0,Bot/Malicious,1.0,164
acc02821,user_02821,0,Bot/Malicious,1.0,67
acc02822,user_02822,40,Neutral,0.0,70
acc02823,user_02823,0,Bot/Malicious,1.0,83
acc02824,user_02824,80,Reliable,0.0,23
acc02825,user_02825,50,Neutral,0.0,72
acc02826,user_02826,50,Neutral,0.0,75
acc02827,user_02827,0,Bot/Malicious,1.0,180
acc02828,user_02828,0,Bot/Malicious,1.0,152
acc02829,user_02829,75,Neutral,0.0,1
acc02830,user_02830,40,Neutral,0.0,64
acc02831,user_02831,60,Neutral,0.0,65
acc02832,user_02832,0,Bot/Malicious,1.0,106
acc02833,user_02833,70,Neutral,0.0,27
acc02834,user_02834,70,Neutral,0.0,35
acc02835,user_02835,80,Reliable,0.0,5
acc02836,user_02836,85,Reliable,0.0,4
acc02837,user_02837,85,Reliable,0.0,1
acc02838,user_02838,70,Neutral,0.0,43
acc02839,user_02839,50,Neutral,0.0,76
acc02840,user_02840,80,Reliable,0.0,7
acc02841,user_02841,0,Bot/Malicious,1.0,64
acc02842,user_02842,0,Bot/Malicious,1.0,106
acc02843,user_02843,0,Bot/Malicious,1.0,54
acc02844,user_02844,80,Reliable,0.0,26
acc02845,user_02845,0,Bot/Malicious,1.0,115
acc02846,user_02846,50,Neutral,0.0,55
acc02847,user_02847,0,Bot/Malicious,1.0,118
acc02848,user_02848,0,Bot/Malicious,1.0,89
acc02849,user_02849,70,Neutral,0.0,47
acc02850,user_02850,0,Bot/Malicious,1.0,73
acc02851,user_02851,75,Neutral,0.0,3
acc02852,user_02852,80,Reliable,0.0,31
acc02853,user_02853,0,Bot/Malicious,1.0,91
acc02854,user_02854,0,Bot/Malicious,1.0,98
acc02855,user_02855,0,Bot/Malicious,1.0,112
acc02856,user_02856,0,Bot/Malicious,1.0,75
acc02857,user_02857,60,Neutral,0.0,68
acc02858,user_02858,70,Neutral,0.0,7
acc02859,user_02859,75,Neutral,0.0,1
acc02860,user_02860,70,Neutral,0.0,5
acc02861,user_02861,85,Reliable,0.0,1
acc02862,user_02862,50,Neutral,0.0,72
acc02863,user_02863,75,Neutral,0.0,3
acc02864,user_02864,0,Bot/Malicious,1.0,91
acc02865,user_02865,75,Neutral,0.0,4
acc02866,user_02866,0,Bot/Malicious,1.0,189
acc02867,user_02867,75,Neutral,0.0,2
acc02868,user_02868,60,Neutral,0.0,76
acc02869,user_02869,65,Neutral,0.0,4
acc02870,user_02870,0,Bot/Malicious,1.0,87
acc02871,user_02871,80,Reliable,0.0,7
acc02872,user_02872,70,Neutral,0.0,8
acc02873,user_02873,70,Neutral,0.0,5
acc02874,user_02874,0,Bot/Malicious,1.0,80
acc02875,user_02875,70,Neutral,0.0,10
acc02876,user_02876,70,Neutral,0.0,41
acc02877,user_02877,0,Bot/Malicious,1.0,88
acc02878,user_02878,0,Bot/Malicious,1.0,123
acc02879,user_02879,0,Bot/Malicious,1.0,144
acc02880,user_02880,50,Neutral,0.0,71
acc02881,user_02881,75,Neutral,0.0,3
acc02882,user_02882,0,Bot/Malicious,1.0,172
acc02883,user_02883,80,Reliable,0.0,47
acc02884,user_02884,75,Neutral,0.0,2
acc02885,user_02885,0,Bot/Malicious,1.0,140
acc02886,user_02886,0,Bot/Malicious,1.0,155
acc02887,user_02887,75,Neutral,0.0,4
acc02888,user_02888,0,Bot/Malicious,1.0,187
acc02889,user_02889,50,Neutral,0.0,72
acc02890,user_02890,50,Neutral,0.0,65
acc02891,user_02891,60,Neutral,0.0,71
acc02892,user_02892,75,Neutral,0.0,4
acc02893,user_02893,70,Neutral,0.0,6
acc02894,user_02894,75,Neutral,0.0,2
acc02895,user_02895,70,Neutral,0.0,5
acc02896,user_02896,60,Neutral,0.0,79
acc02897,user_02897,75,Neutral,0.0,4
acc02898,user_02898,75,Neutral,0.0,3
acc02899,user_02899,70,Neutral,0.0,47
acc02900,user_02900,70,Neutral,0.0,10
acc02901,user_02901,50,Neutral,0.0,75
acc02902,user_02902,0,Bot/Malicious,1.0,86
acc02903,user_02903,80,Reliable,0.0,10
acc02904,user_02904,80,Reliable,0.0,8
acc02905,user_02905,60,Neutral,0.0,64
acc02906,user_02906,0,Bot/Malicious,1.0,136
acc02907,user_02907,70,Neutral,0.0,5
acc02908,user_02908,70,Neutral,0.0,22
acc02909,user_02909,60,Neutral,0.0,30
acc02910,user_02910,0,Bot/Malicious,1.0,166
acc02911,user_02911,0,Bot/Malicious,1.0,196
acc02912,user_02912,80,Reliable,0.0,7
acc02913,user_02913,70,Neutral,0.0,9
acc02914,user_02914,70,Neutral,0.0,7
acc02915,user_02915,0,Bot/Malicious,1.0,97
acc02916,user_02916,50,Neutral,0.0,73
acc02917,user_02917,0,Bot/Malicious,1.0,130
acc02918,user_02918,0,Bot/Malicious,1.0,92
acc02919,user_02919,0,Bot/Malicious,1.0,99
acc02920,user_02920,70,Neutral,0.0,6
acc02921,user_02921,70,Neutral,0.0,5
acc02922,user_02922,75,Neutral,0.0,4
acc02923,user_02923,0,Bot/Malicious,1.0,98
acc02924,user_02924,75,Neutral,0.0,4
acc02925,user_02925,70,Neutral,0.0,22
acc02926,user_02926,70,Neutral,0.0,6
acc02927,user_02927,0,Bot/Malicious,1.0,122
acc02928,user_02928,80,Reliable,0.0,6
acc02929,user_02929,0,Bot/Malicious,1.0,83
acc02930,user_02930,0,Bot/Malicious,1.0,154
acc02931,user_02931,80,Reliable,0.0,9
acc02932,user_02932,50,Neutral,0.0,70
acc02933,user_02933,70,Neutral,0.0,5
acc02934,user_02934,0,Bot/Malicious,1.0,70
acc02935,user_02935,80,Reliable,0.0,34
acc02936,user_02936,50,Neutral,0.0,61
acc02937,user_02937,60,Neutral,0.0,53
acc02938,user_02938,60,Neutral,0.0,79
acc02939,user_02939,70,Neutral,0.0,6
acc02940,user_02940,0,Bot/Malicious,1.0,60
acc02941,user_02941,70,Neutral,0.0,44
acc02942,user_02942,80,Reliable,0.0,24
acc02943,user_02943,50,Neutral,0.0,51
acc02944,user_02944,0,Bot/Malicious,1.0,190
acc02945,user_02945,70,Neutral,0.0,8
acc02946,user_02946,0,Bot/Malicious,1.0,91
acc02947,user_02947,0,Bot/Malicious,1.0,140
acc02948,user_02948,50,Neutral,0.0,69
acc02949,user_02949,0,Bot/Malicious,1.0,163
acc02950,user_02950,70,Neutral,0.0,10
acc02951,user_02951,0,Bot/Malicious,1.0,152
acc02952,user_02952,70,Neutral,0.0,28
acc02953,user_02953,50,Neutral,0.0,80
acc02954,user_02954,70,Neutral,0.0,46
acc02955,user_02955,70,Neutral,0.0,22
acc02956,user_02956,50,Neutral,0.0,70
acc02957,user_02957,70,Neutral,0.0,20
acc02958,user_02958,0,Bot/Malicious,1.0,90
acc02959,user_02959,75,Neutral,0.0,4
acc02960,user_02960,70,Neutral,0.0,6
acc02961,user_02961,60,Neutral,0.0,77
acc02962,user_02962,85,Reliable,0.0,3
acc02963,user_02963,0,Bot/Malicious,1.0,160
acc02964,user_02964,70,Neutral,0.0,6
acc02965,user_02965,70,Neutral,0.0,8
acc02966,user_02966,70,Neutral,0.0,9
acc02967,user_02967,70,Neutral,0.0,33
acc02968,user_02968,50,Neutral,0.0,69
acc02969,user_02969,0,Bot/Malicious,1.0,160
acc02970,user_02970,85,Reliable,0.0,1
acc02971,user_02971,0,Bot/Malicious,1.0,119
acc02972,user_02972,75,Neutral,0.0,3
acc02973,user_02973,80,Reliable,0.0,5
acc02974,user_02974,0,Bot/Malicious,1.0,184
acc02975,user_02975,0,Bot/Malicious,1.0,97
acc02976,user_02976,0,Bot/Malicious,1.0,137
acc02977,user_02977,75,Neutral,0.0,4
acc02978,user_02978,0,Bot/Malicious,1.0,187
acc02979,user_02979,70,Neutral,0.0,47
acc02980,user_02980,0,Bot/Malicious,1.0,52
acc02981,user_02981,70,Neutral,0.0,10
acc02982,user_02982,60,Neutral,0.0,72
acc02983,user_02983,50,Neutral,0.0,66
acc02984,user_02984,0,Bot/Malicious,1.0,87
acc02985,user_02985,70,Neutral,0.0,46
acc02986,user_02986,80,Reliable,0.0,8
acc02987,user_02987,0,Bot/Malicious,1.0,198
acc02988,user_02988,70,Neutral,0.0,32
acc02989,user_02989,70,Neutral,0.0,10
acc02990,user_02990,85,Reliable,0.0,4
acc02991,user_02991,80,Reliable,0.0,6
acc02992,user_02992,0,Bot/Malicious,1.0,128
acc02993,user_02993,0,Bot/Malicious,1.0,166
acc02994,user_02994,0,Bot/Malicious,1.0,188
acc02995,user_02995,0,Bot/Malicious,1.0,79
acc02996,user_02996,0,Bot/Malicious,1.0,145
acc02997,user_02997,70,Neutral,0.0,9
acc02998,user_02998,60,Neutral,0.0,64
acc02999,user_02999,0,Bot/Malicious,1.0,75
acc03000,user_03000,70,Neutral,0.0,21
acc03001,user_03001,0,Bot/Malicious,1.0,189
acc03002,user_03002,60,Neutral,0.0,57
acc03003,user_03003,0,Bot/Malicious,1.0,157
acc03004,user_03004,0,Bot/Malicious,1.0,191
acc03005,user_03005,0,Bot/Malicious,1.0,81
acc03006,user_03006,60,Neutral,0.0,65
acc03007,user_03007,80,Reliable,0.0,6
acc03008,user_03008,0,Bot/Malicious,1.0,118
acc03009,user_03009,0,Bot/Malicious,1.0,156
acc03010,user_03010,0,Bot/Malicious,1.0,58
acc03011,user_03011,0,Bot/Malicious,1.0,182
acc03012,user_03012,0,Bot/Malicious,1.0,135
acc03013,user_03013,80,Reliable,0.0,9
acc03014,user_03014,50,Neutral,0.0,61
acc03015,user_03015,70,Neutral,0.0,47
acc03016,user_03016,70,Neutral,0.0,31
acc03017,user_03017,70,Neutral,0.0,7
acc03018,user_03018,70,Neutral,0.0,9
acc03019,user_03019,0,Bot/Malicious,1.0,116
acc03020,user_03020,0,Bot/Malicious,1.0,102
acc03021,user_03021,0,Bot/Malicious,1.0,52
acc03022,user_03022,80,Reliable,0.0,10
acc03023,user_03023,70,Neutral,0.0,10
acc03024,user_03024,70,Neutral,0.0,28
acc03025,user_03025,0,Bot/Malicious,1.0,97
acc03026,user_03026,70,Neutral,0.0,5
acc03027,user_03027,80,Reliable,0.0,7
acc03028,user_03028,70,Neutral,0.0,5
acc03029,user_03029,80,Reliable,0.0,10
acc03030,user_03030,0,Bot/Malicious,1.0,81
acc03031,user_03031,0,Bot/Malicious,1.0,96
acc03032,user_03032,0,Bot/Malicious,1.0,103
acc03033,user_03033,70,Neutral,0.0,7
acc03034,user_03034,70,Neutral,0.0,24
acc03035,user_03035,0,Bot/Malicious,1.0,130
acc03036,user_03036,75,Neutral,0.0,3
acc03037,user_03037,70,Neutral,0.0,10
acc03038,user_03038,85,Reliable,0.0,2
acc03039,user_03039,0,Bot/Malicious,1.0,189
acc03040,user_03040,80,Reliable,0.0,36
acc03041,user_03041,70,Neutral,0.0,21
acc03042,user_03042,50,Neutral,0.0,68
acc03043,user_03043,0,Bot/Malicious,1.0,79
acc03044,user_03044,0,Bot/Malicious,1.0,85
acc03045,user_03045,50,Neutral,0.0,80
acc03046,user_03046,0,Bot/Malicious,1.0,101
acc03047,user_03047,60,Neutral,0.0,55
acc03048,user_03048,50,Neutral,0.0,71
acc03049,user_03049,0,Bot/Malicious,1.0,99
acc03050,user_03050,60,Neutral,0.0,74
acc03051,user_03051,0,Bot/Malicious,1.0,76
