narrative_id,token_id,topic,start_time,end_time,posts
n00187,OMNI,Coordinated Spike (Week 7),2025-02-10 00:02:34,2025-02-16 22:32:32,"p0000564,p0002159,p0004530,p0005560,p0005814,p0006550,p0007414,p0008173,p0008607,p0009058,p0009371,p0010931,p0011546,p0013084,p0014294,p0014845,p0017071,p0017812,p0019390,p0021140"
n00188,OMNI,Coordinated Spike (Week 8),2025-02-17 03:00:48,2025-02-23 23:03:59,"p0000367,p0000920,p0001134,p0001209,p0002514,p0004252,p0004404,p0004789,p0005444,p0008201,p0008622,p0010460,p0010520,p0013709,p0014774,p0016012,p0017401,p0018229,p0018234,p0018494"
n00189,OMNI,Coordinated Spike (Week 9),2025-02-24 05:38:10,2025-03-02 22:13:03,"p0001278,p0003058,p0003283,p0003963,p0004908,p0007676,p0010614,p0016835,p0016851,p0016908,p0017144,p0017992,p0018371,p0018717,p0020980,p0021870,p0022904,p0023980,p0026938,p0028922"
n00190,OMNI,Coordinated Spike (Week 10),2025-03-03 00:12:51,2025-03-09 23:31:52,"p0001408,p0002333,p0002490,p0002791,p0004564,p0005146,p0005462,p0005949,p0006252,p0007834,p0008804,p0010546,p0012293,p0012931,p0013342,p0013702,p0014258,p0016171,p0017045,p0017221"
n00191,OMNI,Coordinated Spike (Week 11),2025-03-10 01:41:10,2025-03-16 18:09:51,"p0001860,p0002372,p0003387,p0004597,p0004802,p0005368,p0006057,p0008008,p0008107,p0010189,p0010223,p0010404,p0011626,p0011942,p0012437,p0012553,p0014142,p0015560,p0017441,p0017999"
n00192,OMNI,Coordinated Spike (Week 12),2025-03-17 01:39:14,2025-03-23 23:20:58,"p0000272,p0000942,p0001473,p0002903,p0002981,p0005735,p0006156,p0006428,p0007342,p0007967,p0009453,p0010616,p0010658,p0011284,p0012734,p0012808,p0016159,p0016254,p0016837,p0017136"
n00193,OMNI,Coordinated Spike (Week 13),2025-03-24 00:25:25,2025-03-30 23:21:20,"p0000109,p0001284,p0002358,p0002785,p0002916,p0003811,p0003846,p0004021,p0004493,p0004951,p0007330,p0007443,p0008031,p0008514,p0008551,p0008775,p0008970,p0010001,p0010294,p0010384"
n00194,OMNI,Coordinated Spike (Week 14),2025-03-31 01:50:18,2025-03-31 22:03:47,"p0002468,p0005642,p0014648,p0021851,p0022147,p0024178,p0029791,p0031858,p0037989,p0044751,p0066761,p0079966,p0083111,p0085255,p0091824"
n00195,OMNI,Doubt Spike (Week 1),2025-01-01 00:08:10,2025-01-05 23:21:09,"p0000579,p0002573,p0004566,p0005986,p0007066,p0007447,p0008206,p0008348,p0008448,p0010728,p0011768,p0012599,p0014452,p0015786,p0015965,p0016414,p0017520,p0019626,p0020591,p0021190"
n00196,OMNI,Doubt Spike (Week 2),2025-01-06 02:41:11,2025-01-12 23:08:38,"p0000125,p0000233,p0000382,p0002694,p0004047,p0004720,p0004924,p0005335,p0005407,p0006372,p0007234,p0007776,p0009054,p0009921,p0009949,p0011071,p0012112,p0012906,p0013720,p0013892"
n00197,OMNI,Doubt Spike (Week 3),2025-01-13 00:34:57,2025-01-19 23:27:29,"p0000055,p0001208,p0001726,p0002496,p0003556,p0003671,p0003878,p0004453,p0007019,p0007885,p0008020,p0009629,p0009948,p0010542,p0010655,p0010759,p0011550,p0011913,p0014329,p0015034"
n00198,OMNI,Doubt Spike (Week 4),2025-01-20 02:24:52,2025-01-26 23:47:19,"p0000703,p0001054,p0002177,p0003752,p0005167,p0005584,p0005992,p0006048,p0006214,p0006481,p0008064,p0008388,p0009139,p0009726,p0009868,p0010241,p0010314,p0011181,p0011205,p0011401"
n00199,OMNI,Doubt Spike (Week 5),2025-01-27 03:02:23,2025-02-02 22:26:34,"p0000705,p0000710,p0001372,p0001760,p0001859,p0001941,p0002199,p0002612,p0002975,p0003039,p0003402,p0003977,p0004180,p0005494,p0006292,p0007924,p0008061,p0008752,p0009289,p0009794"
n00200,OMNI,Doubt Spike (Week 6),2025-02-03 00:32:56,2025-02-09 23:35:58,"p0000671,p0001404,p0001621,p0001937,p0002731,p0004581,p0005707,p0007170,p0007552,p0007564,p0008115,p0008235,p0008674,p0008989,p0009361,p0010023,p0011907,p0012299,p0012637,p0013386"
n00201,OMNI,Doubt Spike (Week 7),2025-02-10 00:34:25,2025-02-16 23:13:46,"p0000264,p0000281,p0001167,p0001955,p0002024,p0002532,p0003015,p0003334,p0003809,p0004489,p0004970,p0006095,p0006535,p0006658,p0008148,p0009871,p0010434,p0010438,p0012309,p0012928"
n00202,OMNI,Doubt Spike (Week 8),2025-02-17 00:46:31,2025-02-23 23:18:46,"p0000647,p0001057,p0001432,p0003664,p0003850,p0005904,p0006915,p0008283,p0008638,p0008871,p0008910,p0009813,p0009819,p0011286,p0011532,p0012548,p0012740,p0012857,p0014388,p0015397"
n00203,OMNI,Doubt Spike (Week 9),2025-02-24 00:55:04,2025-03-02 21:15:25,"p0001173,p0001402,p0001973,p0002126,p0002301,p0002558,p0003329,p0005928,p0006141,p0006948,p0007105,p0007197,p0007325,p0007343,p0009473,p0010224,p0013627,p0013970,p0016199,p0016434"
n00204,OMNI,Doubt Spike (Week 10),2025-03-03 06:03:18,2025-03-09 23:50:06,"p0000163,p0001282,p0001635,p0002994,p0003547,p0003769,p0005252,p0005526,p0006339,p0007778,p0008177,p0009904,p0010642,p0011718,p0011885,p0012586,p0012633,p0012879,p0013163,p0014116"
n00205,OMNI,Doubt Spike (Week 11),2025-03-10 00:34:00,2025-03-16 19:31:13,"p0000150,p0000190,p0001906,p0002323,p0002458,p0004661,p0004931,p0005166,p0005640,p0007520,p0008833,p0009885,p0010148,p0012049,p0012961,p0013106,p0013712,p0014168,p0014234,p0014261"
n00206,OMNI,Doubt Spike (Week 12),2025-03-17 00:53:50,2025-03-23 22:48:57,"p0000296,p0000608,p0001974,p0002386,p0003173,p0003413,p0003810,p0004265,p0004436,p0004701,p0004992,p0005443,p0008132,p0008425,p0009489,p0009789,p0011274,p0011892,p0012596,p0013579"
n00207,OMNI,Doubt Spike (Week 13),2025-03-24 00:22:36,2025-03-30 23:25:03,"p0000544,p0001479,p0001495,p0002442,p0002686,p0003433,p0004092,p0004694,p0007661,p0008007,p0008933,p0009541,p0009543,p0011523,p0011566,p0012123,p0012497,p0012577,p0012859,p0012975"
n00208,OMNI,Doubt Spike (Week 14),2025-03-31 01:24:01,2025-03-31 22:35:31,"p0007804,p0010872,p0019655,p0023160,p0025237,p0031239,p0031770,p0033511,p0046359,p0049681,p0051274,p0054068,p0054147,p0066920,p0078338,p0096381"
n00209,OMNI,Fake News Spike (Week 1),2025-01-01 00:58:52,2025-01-05 23:07:37,"p0000303,p0003943,p0004740,p0006883,p0008695,p0011716,p0018230,p0023064,p0023787,p0027264,p0028761,p0032180,p0037770,p0040732,p0041120,p0045317,p0046266,p0048519,p0048639,p0050818"
n00210,OMNI,Fake News Spike (Week 2),2025-01-06 06:45:16,2025-01-12 21:42:28,"p0000286,p0002277,p0004427,p0012494,p0027429,p0027509,p0032866,p0033484,p0036222,p0036594,p0037170,p0039211,p0039298,p0040948,p0043026,p0044073,p0050682,p0052576,p0052604,p0060703"
n00211,OMNI,Fake News Spike (Week 3),2025-01-13 07:28:12,2025-01-19 20:27:04,"p0000006,p0005273,p0011921,p0014249,p0014327,p0017084,p0021134,p0023986,p0024258,p0024356,p0026868,p0028602,p0029357,p0031368,p0035254,p0035510,p0036475,p0039841,p0047440,p0048199"
n00212,OMNI,Fake News Spike (Week 4),2025-01-20 02:18:57,2025-01-26 20:31:04,"p0001103,p0010799,p0012187,p0012659,p0014046,p0014657,p0020655,p0021395,p0023571,p0024507,p0028691,p0031197,p0033195,p0033411,p0033786,p0034546,p0037670,p0040737,p0041257,p0041702"
n00213,OMNI,Fake News Spike (Week 5),2025-01-27 02:48:38,2025-02-02 23:18:48,"p0003403,p0004526,p0005934,p0008203,p0009368,p0012431,p0012668,p0020426,p0021242,p0024087,p0027485,p0030520,p0034144,p0035451,p0038527,p0040714,p0048782,p0050072,p0053183,p0053766"
n00214,OMNI,Fake News Spike (Week 6),2025-02-03 02:07:54,2025-02-09 17:57:11,"p0000569,p0006230,p0007298,p0008811,p0011469,p0014296,p0017939,p0019148,p0021522,p0022253,p0025541,p0025981,p0026157,p0029463,p0030954,p0031522,p0036783,p0038928,p0039299,p0039303"
n00215,OMNI,Fake News Spike (Week 7),2025-02-10 02:13:47,2025-02-16 17:32:12,"p0002143,p0002760,p0010227,p0013314,p0015148,p0015785,p0016579,p0020934,p0023062,p0027303,p0030109,p0031797,p0034627,p0034799,p0041080,p0042011,p0042589,p0044036,p0044711,p0049958"
n00216,OMNI,Fake News Spike (Week 8),2025-02-17 05:10:25,2025-02-23 23:52:34,"p0002726,p0007567,p0008416,p0011999,p0013360,p0015967,p0016390,p0021227,p0024208,p0024542,p0026088,p0028995,p0029312,p0029646,p0031916,p0033708,p0034654,p0036299,p0037994,p0038260"
n00217,OMNI,Fake News Spike (Week 9),2025-02-24 00:40:25,2025-03-02 20:55:00,"p0000869,p0006038,p0010251,p0012303,p0014118,p0017523,p0021471,p0021894,p0021983,p0025477,p0028527,p0030682,p0034187,p0043480,p0047435,p0050062,p0062147,p0064521,p0066167,p0070251"
n00218,OMNI,Fake News Spike (Week 10),2025-03-03 01:03:36,2025-03-09 19:47:15,"p0000046,p0001164,p0003831,p0004044,p0004313,p0006780,p0006939,p0008390,p0009545,p0011924,p0019454,p0021219,p0024140,p0025106,p0033429,p0034288,p0034517,p0037333,p0038725,p0043420"
n00219,OMNI,Fake News Spike (Week 11),2025-03-10 09:09:27,2025-03-16 23:54:36,"p0004388,p0004602,p0006739,p0007041,p0007339,p0021882,p0025394,p0028017,p0029314,p0032748,p0032883,p0034525,p0035697,p0042661,p0043717,p0044059,p0044661,p0049781,p0052143,p0052197"
n00220,OMNI,Fake News Spike (Week 12),2025-03-17 01:11:53,2025-03-23 22:52:51,"p0000267,p0000757,p0002189,p0010396,p0021466,p0022557,p0022577,p0023255,p0023745,p0025808,p0034439,p0036718,p0039704,p0048860,p0049351,p0051003,p0057439,p0058106,p0059116,p0067315"
n00221,OMNI,Fake News Spike (Week 13),2025-03-24 04:18:33,2025-03-30 05:39:20,"p0000351,p0015070,p0015924,p0016246,p0027483,p0027613,p0029221,p0029328,p0029485,p0031778,p0032274,p0034617,p0041704,p0043648,p0045112,p0048118,p0052503,p0054924,p0055523,p0062215"
n00222,RNDR,Bot Spike (Week 1),2025-01-01 00:55:58,2025-01-05 23:46:16,"p0000497,p0001055,p0001241,p0001365,p0002439,p0003199,p0004411,p0004788,p0005517,p0006073,p0006159,p0006575,p0006830,p0006847,p0007065,p0007574,p0009195,p0009672,p0009681,p0009897"
n00223,RNDR,Bot Spike (Week 2),2025-01-06 00:30:25,2025-01-12 22:43:19,"p0000080,p0000460,p0001020,p0001946,p0002361,p0002889,p0003196,p0003404,p0003445,p0003734,p0003917,p0004020,p0006088,p0006720,p0006854,p0007113,p0009138,p0010595,p0012812,p0012830"
n00224,RNDR,Bot Spike (Week 3),2025-01-13 00:37:09,2025-01-19 22:46:00,"p0000128,p0000179,p0000207,p0000346,p0000500,p0000516,p0001189,p0001636,p0002697,p0002922,p0003357,p0003544,p0003637,p0003815,p0003836,p0003986,p0004127,p0004959,p0006059,p0006145"
n00225,RNDR,Bot Spike (Week 4),2025-01-20 00:09:17,2025-01-26 23:13:58,"p0000453,p0000768,p0000845,p0001730,p0002032,p0002081,p0003153,p0003162,p0003528,p0003723,p0003929,p0004302,p0004421,p0004557,p0004614,p0005442,p0005730,p0005786,p0006071,p0006371"
n00226,RNDR,Bot Spike (Week 5),2025-01-27 00:37:11,2025-02-02 23:35:59,"p0000407,p0000933,p0001177,p0001625,p0001634,p0001724,p0001770,p0002400,p0003017,p0003355,p0003498,p0003526,p0003754,p0004505,p0004592,p0004774,p0005348,p0005422,p0006012,p0006291"
n00227,RNDR,Bot Spike (Week 6),2025-02-03 00:51:39,2025-02-09 23:08:40,"p0000527,p0000765,p0000985,p0001520,p0002477,p0002737,p0003380,p0004154,p0004228,p0004259,p0004912,p0005128,p0005233,p0005354,p0005732,p0005844,p0005963,p0006242,p0006563,p0006809"
n00228,RNDR,Bot Spike (Week 7),2025-02-10 00:03:23,2025-02-16 22:29:42,"p0000065,p0000357,p0000451,p0000548,p0000624,p0000682,p0000813,p0000955,p0001073,p0001341,p0002251,p0002291,p0002580,p0002837,p0003211,p0003290,p0003313,p0003569,p0003594,p0003663"
n00229,RNDR,Bot Spike (Week 8),2025-02-17 00:24:50,2025-02-23 23:09:23,"p0000247,p0000275,p0000299,p0001129,p0001932,p0002572,p0004125,p0004223,p0005070,p0005874,p0006173,p0006188,p0006314,p0007050,p0007405,p0007608,p0008085,p0010681,p0010790,p0010908"
n00230,RNDR,Bot Spike (Week 9),2025-02-24 00:50:10,2025-03-02 23:53:09,"p0000641,p0001286,p0001487,p0002151,p0002678,p0003065,p0003683,p0003864,p0006179,p0006369,p0006429,p0006858,p0007799,p0007894,p0008179,p0008234,p0008410,p0009217,p0009297,p0009727"
n00231,RNDR,Bot Spike (Week 10),2025-03-03 01:16:41,2025-03-09 23:51:31,"p0000195,p0001038,p0001325,p0001339,p0001814,p0002061,p0002324,p0002378,p0002899,p0003243,p0003743,p0004684,p0005527,p0005959,p0006181,p0006666,p0007795,p0008505,p0008841,p0009468"
n00232,RNDR,Bot Spike (Week 11),2025-03-10 00:03:04,2025-03-16 23:31:19,"p0000205,p0001836,p0002248,p0002383,p0002794,p0002895,p0002931,p0003420,p0004533,p0005764,p0005823,p0006280,p0006357,p0006473,p0007190,p0007336,p0007984,p0008317,p0008543,p0008583"
n00233,RNDR,Bot Spike (Week 12),2025-03-17 01:27:59,2025-03-23 23:49:56,"p0000385,p0000637,p0001353,p0001592,p0002036,p0002672,p0002748,p0003098,p0003911,p0003988,p0004399,p0004611,p0005843,p0006213,p0006328,p0007016,p0007354,p0008012,p0008030,p0008566"
n00234,RNDR,Bot Spike (Week 13),2025-03-24 00:32:06,2025-03-30 23:29:27,"p0000324,p0000380,p0000553,p0000585,p0000604,p0001118,p0001127,p0001447,p0001718,p0002345,p0002360,p0002434,p0003014,p0003126,p0003706,p0004988,p0005529,p0005549,p0005661,p0006261"
n00235,RNDR,Bot Spike (Week 14),2025-03-31 01:00:39,2025-03-31 23:45:27,"p0003241,p0010046,p0011836,p0016313,p0032244,p0033051,p0035405,p0038888,p0039623,p0048408,p0051019,p0054313,p0059505,p0064031,p0064977,p0066029,p0077557,p0089536,p0091102,p0094467"
n00236,RNDR,Coordinated Spike (Week 1),2025-01-01 00:15:17,2025-01-05 21:31:11,"p0000315,p0001531,p0001691,p0001939,p0004352,p0005282,p0006889,p0007018,p0008554,p0009539,p0010350,p0011092,p0012251,p0017796,p0017865,p0018136,p0019881,p0020818,p0022578,p0024722"
n00237,RNDR,Coordinated Spike (Week 2),2025-01-06 00:09:40,2025-01-12 22:31:21,"p0000867,p0001268,p0001292,p0001775,p0002923,p0004192,p0005899,p0006168,p0006886,p0006890,p0007592,p0009959,p0010594,p0011189,p0013606,p0013741,p0013817,p0014270,p0014482,p0016609"
n00238,RNDR,Coordinated Spike (Week 3),2025-01-13 01:59:06,2025-01-19 23:00:01,"p0001153,p0001212,p0004262,p0004522,p0005692,p0007780,p0008092,p0008571,p0008595,p0008961,p0010996,p0011485,p0011708,p0011908,p0012155,p0012842,p0013059,p0013103,p0014189,p0015460"
n00239,RNDR,Coordinated Spike (Week 4),2025-01-20 01:47:08,2025-01-26 21:29:14,"p0000084,p0001573,p0001587,p0002256,p0005731,p0007384,p0007430,p0007831,p0009019,p0011882,p0012061,p0012825,p0012938,p0013356,p0014144,p0014854,p0015280,p0015512,p0017075,p0017328"
n00240,RNDR,Coordinated Spike (Week 5),2025-01-27 02:01:52,2025-02-02 17:41:32,"p0002816,p0003924,p0004069,p0004922,p0004981,p0005201,p0005508,p0005780,p0006378,p0006733,p0006774,p0007006,p0007682,p0007908,p0008110,p0009811,p0012715,p0017549,p0018007,p0019767"
n00241,RNDR,Coordinated Spike (Week 6),2025-02-03 03:38:38,2025-02-09 22:40:36,"p0003185,p0003407,p0006045,p0008496,p0010919,p0011567,p0015697,p0016050,p0017103,p0017501,p0018941,p0020306,p0021185,p0022542,p0022741,p0023170,p0023334,p0026198,p0026390,p0026485"
n00242,RNDR,Coordinated Spike (Week 7),2025-02-10 01:39:40,2025-02-16 21:14:43,"p0001207,p0004157,p0004656,p0004989,p0005555,p0005880,p0006014,p0007338,p0007490,p0009022,p0010810,p0010971,p0011714,p0011778,p0012445,p0013429,p0014695,p0014707,p0014999,p0016215"
n00243,RNDR,Coordinated Spike (Week 8),2025-02-17 02:06:24,2025-02-23 23:18:51,"p0002371,p0003672,p0004315,p0008015,p0010493,p0010742,p0012748,p0012757,p0012948,p0013734,p0018179,p0019312,p0019760,p0019803,p0020037,p0020675,p0022152,p0022481,p0022652,p0022761"
n00244,RNDR,Coordinated Spike (Week 9),2025-02-24 00:28:18,2025-03-02 23:53:16,"p0000164,p0000542,p0002569,p0002615,p0007153,p0007692,p0007934,p0009130,p0009418,p0010024,p0010762,p0011981,p0012486,p0013143,p0013624,p0014062,p0014185,p0014332,p0017758,p0018486"
n00245,RNDR,Coordinated Spike (Week 10),2025-03-03 01:03:12,2025-03-09 22:58:21,"p0000947,p0001620,p0002687,p0002766,p0003533,p0004011,p0005558,p0007241,p0009830,p0010916,p0012236,p0012237,p0013287,p0013986,p0014371,p0016294,p0017014,p0017122,p0018384,p0020767"
n00246,RNDR,Coordinated Spike (Week 11),2025-03-10 04:47:53,2025-03-16 22:24:00,"p0002574,p0003110,p0003707,p0005757,p0006450,p0008689,p0009989,p0010524,p0010997,p0012081,p0014965,p0016571,p0016866,p0017531,p0017535,p0018189,p0018799,p0019474,p0020163,p0020418"
n00247,RNDR,Coordinated Spike (Week 12),2025-03-17 00:32:56,2025-03-23 23:55:47,"p0000403,p0001035,p0002102,p0002692,p0003826,p0006118,p0006148,p0007058,p0008170,p0008417,p0008426,p0009548,p0009982,p0010483,p0012139,p0012164,p0012691,p0013291,p0014355,p0014710"
n00248,RNDR,Coordinated Spike (Week 13),2025-03-24 04:30:24,2025-03-30 20:27:08,"p0000797,p0001888,p0003396,p0005380,p0006921,p0007916,p0008678,p0009276,p0009866,p0010847,p0011340,p0012140,p0012688,p0013153,p0015276,p0017412,p0017828,p0018915,p0019345,p0020656"
n00249,RNDR,Coordinated Spike (Week 14),2025-03-31 00:30:57,2025-03-31 21:55:02,"p0016535,p0023278,p0026885,p0030274,p0036752,p0039978,p0044588,p0046002,p0047723,p0056227,p0056292,p0057904,p0059427,p0071545,p0071546,p0072868,p0073769,p0082057,p0083119,p0095242"
n00250,RNDR,Doubt Spike (Week 1),2025-01-01 02:27:45,2025-01-05 23:25:54,"p0001146,p0002952,p0004963,p0007562,p0007590,p0007621,p0008320,p0009061,p0009072,p0009475,p0010085,p0010219,p0010274,p0011422,p0013609,p0014170,p0015565,p0018842,p0018935,p0019014"
n00251,RNDR,Doubt Spike (Week 2),2025-01-06 00:27:45,2025-01-12 23:39:32,"p0000834,p0000958,p0000966,p0003330,p0003612,p0004723,p0005248,p0005663,p0006991,p0007039,p0007273,p0007333,p0007668,p0008154,p0008330,p0009017,p0009565,p0009762,p0010535,p0011288"
n00252,RNDR,Doubt Spike (Week 3),2025-01-13 00:41:28,2025-01-19 23:46:31,"p0002129,p0002286,p0002484,p0002767,p0004345,p0006636,p0007701,p0009570,p0010342,p0011154,p0011403,p0012417,p0012714,p0012737,p0012814,p0013382,p0015875,p0016770,p0016818,p0017105"
n00253,RNDR,Doubt Spike (Week 4),2025-01-20 00:23:20,2025-01-26 23:32:41,"p0000568,p0000805,p0001628,p0001834,p0003164,p0004122,p0005338,p0005693,p0006839,p0007148,p0007705,p0008227,p0009773,p0010725,p0012244,p0012919,p0013529,p0013971,p0015184,p0015596"
n00254,RNDR,Doubt Spike (Week 5),2025-01-27 03:00:26,2025-02-02 23:11:27,"p0000669,p0001022,p0001288,p0001431,p0001762,p0002983,p0003215,p0003636,p0003873,p0004742,p0005135,p0005137,p0005718,p0005755,p0006162,p0006966,p0007318,p0007905,p0008746,p0010300"
n00255,RNDR,Doubt Spike (Week 6),2025-02-03 00:03:24,2025-02-09 22:46:33,"p0002406,p0003580,p0003614,p0005590,p0005608,p0005951,p0006460,p0007499,p0007876,p0008783,p0009420,p0009852,p0010168,p0011000,p0011724,p0012775,p0013398,p0014434,p0014716,p0014956"
n00256,RNDR,Doubt Spike (Week 7),2025-02-10 01:19:17,2025-02-16 23:45:30,"p0000292,p0000676,p0001174,p0001572,p0002029,p0002769,p0003661,p0005801,p0006390,p0006875,p0007578,p0007633,p0008242,p0009538,p0011827,p0012951,p0014008,p0014181,p0015255,p0017058"
n00257,RNDR,Doubt Spike (Week 8),2025-02-17 02:16:43,2025-02-23 23:07:06,"p0001343,p0002271,p0002609,p0002623,p0003763,p0004979,p0005589,p0006624,p0006852,p0007735,p0007813,p0008248,p0008307,p0008480,p0008727,p0009498,p0009745,p0010387,p0010451,p0010475"
n00258,RNDR,Doubt Spike (Week 9),2025-02-24 00:55:30,2025-03-02 23:15:24,"p0001958,p0002465,p0002814,p0004133,p0006501,p0006979,p0007089,p0007539,p0008736,p0008812,p0008865,p0010052,p0010237,p0010769,p0011169,p0011308,p0011544,p0012507,p0012911,p0013026"
n00259,RNDR,Doubt Spike (Week 10),2025-03-03 00:13:15,2025-03-09 19:44:04,"p0000818,p0001734,p0003251,p0003356,p0003465,p0003667,p0003724,p0003928,p0003975,p0005194,p0005415,p0005597,p0005815,p0005912,p0005927,p0006381,p0007972,p0008453,p0009370,p0009502"
n00260,RNDR,Doubt Spike (Week 11),2025-03-10 00:15:37,2025-03-16 21:36:01,"p0000485,p0001503,p0001871,p0002321,p0003118,p0005438,p0005733,p0005827,p0006189,p0006954,p0007027,p0007116,p0008067,p0008635,p0009708,p0010205,p0010442,p0011081,p0011224,p0011316"
n00261,RNDR,Doubt Spike (Week 12),2025-03-17 04:31:56,2025-03-23 22:30:17,"p0000066,p0001541,p0002230,p0002551,p0002914,p0003020,p0003260,p0003375,p0003854,p0003972,p0004523,p0004595,p0005231,p0006183,p0006561,p0009190,p0009485,p0009496,p0011126,p0012741"
n00262,RNDR,Doubt Spike (Week 13),2025-03-24 00:22:19,2025-03-30 22:56:11,"p0003721,p0005159,p0005803,p0008741,p0009854,p0011737,p0011828,p0012416,p0012874,p0013404,p0015686,p0015898,p0016216,p0016454,p0016521,p0017290,p0017563,p0017565,p0017889,p0018417"
n00263,RNDR,Doubt Spike (Week 14),2025-03-31 00:29:26,2025-03-31 23:24:08,"p0002605,p0007289,p0009196,p0014624,p0019781,p0023343,p0024979,p0025343,p0036027,p0038832,p0047343,p0051441,p0053007,p0060099,p0063482,p0063686,p0064279,p0073895,p0075698,p0079247"
n00264,RNDR,Fake News Spike (Week 1),2025-01-01 02:05:37,2025-01-05 22:54:43,"p0008455,p0010541,p0010651,p0014100,p0015262,p0018472,p0023806,p0024240,p0032239,p0033655,p0040326,p0042445,p0043668,p0054307,p0063667,p0066276,p0073306,p0074440,p0077318,p0085359"
n00265,RNDR,Fake News Spike (Week 2),2025-01-06 03:04:34,2025-01-12 17:48:52,"p0002116,p0015563,p0016854,p0020350,p0022834,p0024501,p0025281,p0027993,p0028410,p0032002,p0034977,p0035469,p0037428,p0049441,p0057728,p0066266,p0067488,p0072685,p0080380,p0085457"
n00266,RNDR,Fake News Spike (Week 3),2025-01-13 02:47:27,2025-01-19 19:33:44,"p0001019,p0002390,p0002631,p0002786,p0005163,p0006100,p0006222,p0006411,p0010248,p0010256,p0010495,p0011303,p0011726,p0012589,p0016720,p0019440,p0021211,p0026535,p0027385,p0029496"
n00267,RNDR,Fake News Spike (Week 4),2025-01-20 13:33:43,2025-01-26 18:50:08,"p0001659,p0002332,p0005124,p0005330,p0006437,p0007851,p0009319,p0013691,p0019358,p0026843,p0034213,p0034383,p0036681,p0041541,p0042232,p0045419,p0046191,p0046473,p0047869,p0050135"
n00268,RNDR,Fake News Spike (Week 5),2025-01-27 02:06:16,2025-02-02 23:55:58,"p0003450,p0005181,p0005604,p0008429,p0010489,p0011824,p0012930,p0014413,p0016160,p0023889,p0026850,p0027636,p0027820,p0033536,p0036283,p0037364,p0040142,p0041237,p0047369,p0047382"
n00269,RNDR,Fake News Spike (Week 6),2025-02-03 04:34:14,2025-02-09 23:15:47,"p0004305,p0004847,p0006906,p0008316,p0009134,p0009399,p0011296,p0011883,p0011937,p0013033,p0017935,p0018035,p0018871,p0018884,p0019884,p0021160,p0025344,p0025366,p0026830,p0030090"
n00270,RNDR,Fake News Spike (Week 7),2025-02-10 03:45:24,2025-02-16 20:31:30,"p0002274,p0005214,p0009760,p0011499,p0017254,p0018985,p0019595,p0020755,p0023082,p0023253,p0023885,p0027206,p0029497,p0030211,p0032788,p0039818,p0043445,p0045354,p0052710,p0052810"
n00271,RNDR,Fake News Spike (Week 8),2025-02-17 08:08:11,2025-02-23 19:27:37,"p0003406,p0003940,p0007613,p0008161,p0012368,p0017933,p0022663,p0025364,p0026583,p0031119,p0031940,p0033109,p0033189,p0033630,p0039182,p0044821,p0051348,p0057761,p0060155,p0060573"
n00272,RNDR,Fake News Spike (Week 9),2025-02-24 05:43:40,2025-03-02 21:29:59,"p0000636,p0005249,p0008098,p0009224,p0009247,p0012409,p0015525,p0027023,p0032154,p0036416,p0048538,p0049030,p0056136,p0059805,p0061778,p0062550,p0063457,p0064251,p0065313,p0071764"
n00273,RNDR,Fake News Spike (Week 10),2025-03-03 04:55:02,2025-03-09 20:21:41,"p0002250,p0003384,p0009824,p0011155,p0014627,p0017030,p0017543,p0018650,p0019347,p0019572,p0020356,p0026934,p0027102,p0027960,p0028303,p0030803,p0031410,p0041463,p0046753,p0049092"
n00274,RNDR,Fake News Spike (Week 11),2025-03-10 00:38:04,2025-03-16 19:50:56,"p0002041,p0002515,p0006019,p0007467,p0013467,p0016072,p0024639,p0025573,p0025939,p0030041,p0032707,p0036530,p0038414,p0043395,p0045089,p0046524,p0056481,p0059651,p0063443,p0066971"
n00275,RNDR,Fake News Spike (Week 12),2025-03-17 01:50:07,2025-03-23 23:15:33,"p0000841,p0002227,p0002942,p0004947,p0008431,p0011123,p0020143,p0021342,p0021744,p0028095,p0032965,p0036732,p0039465,p0041736,p0046638,p0046969,p0047355,p0049425,p0051070,p0055346"
n00276,RNDR,Fake News Spike (Week 13),2025-03-24 02:44:42,2025-03-30 23:47:10,"p0004141,p0006117,p0006926,p0012687,p0014020,p0018612,p0022069,p0023267,p0025514,p0033376,p0033486,p0035306,p0036344,p0037565,p0038303,p0039067,p0039966,p0042897,p0045807,p0049314"
n00277,TAO,Bot Spike (Week 1),2025-01-01 00:01:28,2025-01-05 22:37:34,"p0001008,p0001044,p0002217,p0003379,p0003570,p0003602,p0004202,p0004301,p0004608,p0004633,p0004854,p0005546,p0006443,p0006765,p0006838,p0007535,p0007550,p0008135,p0008442,p0008457"
n00278,TAO,Bot Spike (Week 2),2025-01-06 02:08:34,2025-01-12 23:55:31,"p0001486,p0002278,p0002506,p0002653,p0002714,p0003297,p0004260,p0004355,p0005029,p0005222,p0005542,p0005946,p0006665,p0007807,p0008349,p0008415,p0008614,p0008654,p0010084,p0010341"
n00279,TAO,Bot Spike (Week 3),2025-01-13 00:33:26,2025-01-19 23:29:11,"p0000059,p0000520,p0001804,p0002259,p0003458,p0004185,p0004332,p0004935,p0004961,p0005157,p0005744,p0006470,p0007295,p0008553,p0009162,p0010116,p0010143,p0010177,p0010640,p0012337"
